# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug  5 04:42:23 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_name_display like '% b%'   nejvnitrnejsi planety
# CONSTRAINT:  and pl_orbperstr not null            znama perioda obehu
# CONSTRAINT:  and pl_orbsmaxstr not null           znama hl. poloosa
# CONSTRAINT:  and pl_radestr not null              znamy polomer planety
# CONSTRAINT:  and pl_bmassestr not null            znama hmotnost planety
# CONSTRAINT:  and pl_bmassprov like '%mass%'       hmotnost dokazana
# CONSTRAINT:  and pl_orbeccenstr not null)         znama vystrednost
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,st_mass,st_masserr1,st_masserr2,st_masslim
TOI-2338 b,1,1,Transit,2023,0,22.65398000,0.00002000,-0.00002000,0,0.158000,0.003000,-0.003000,0,11.209,0.224,-0.224,0,1.000,0.020,-0.020,0,1900.61387,66.74397,-63.56568,0,5.98000,0.21000,-0.20000,0,Mass,0.676000,0.002000,-0.002000,0,0,0.99,0.03,-0.02,0
TOI-2364 b,1,1,Transit,2023,0,4.01975170,0.00000430,-0.00000430,0,0.048710,0.000690,-0.000790,0,8.608,0.258,-0.202,0,0.768,0.023,-0.018,0,71.51139,13.66662,-15.57359,0,0.22500,0.04300,-0.04900,0,Mass,0.000000,,,0,0,0.95,0.04,-0.05,0
TOI-2368 b,1,1,Transit,2024,0,5.17500730,0.00000160,-0.00000160,0,0.056490,0.001000,-0.001000,0,10.839,0.404,-0.347,0,0.967,0.036,-0.031,0,206.58846,57.20911,-57.20911,0,0.65000,0.18000,-0.18000,0,Mass,0.061000,0.066000,-0.042000,0,0,0.90,0.05,-0.05,0
TOI-2373 b,1,1,Transit,2023,0,13.33668000,0.00001000,-0.00001000,0,0.112000,0.001000,-0.001000,0,10.424,0.224,-0.224,0,0.930,0.020,-0.020,0,2955.80419,63.56568,-63.56568,0,9.30000,0.20000,-0.20000,0,Mass,0.112000,0.007000,-0.009000,0,0,1.04,0.03,-0.03,0
TOI-2374 b,1,1,Transit,2024,0,4.31361000,0.00001000,-0.00001000,0,0.047100,0.000200,-0.000200,0,6.810,0.300,-0.300,0,0.608,0.027,-0.027,0,56.64000,3.49000,-4.27000,0,0.17821,0.01098,-0.01343,0,Mass,0.130000,,,1,0,0.75,0.01,-0.01,0
TOI-238 b,1,2,Transit,2024,0,1.27311400,0.00000200,-0.00000200,0,0.021200,0.000400,-0.000400,0,1.612,0.096,-0.099,0,0.144,0.009,-0.009,0,3.40000,0.46000,-0.46000,0,0.01070,0.00145,-0.00145,0,Mass,0.180000,,,1,0,0.79,0.05,-0.05,0
TOI-2406 b,1,1,Transit,2021,0,3.07668910,0.00000240,-0.00000240,0,0.022670,0.000710,-0.000710,0,2.860,0.063,-0.069,0,0.255,0.006,-0.006,0,15.60000,,,1,0.04908,,,1,Mass,0.170000,0.110000,-0.050000,0,0,0.17,0.00,0.00,0
TOI-2416 b,1,1,Transit,2023,0,8.27547900,0.00000900,-0.00000900,0,0.083100,0.000700,-0.000700,0,9.864,0.224,-0.224,0,0.880,0.020,-0.020,0,953.48522,31.78284,-28.60456,0,3.00000,0.10000,-0.09000,0,Mass,0.320000,0.020000,-0.020000,0,0,1.12,0.03,-0.03,0
TOI-2421 b,1,1,Transit,2022,0,4.34740320,0.00000790,-0.00000780,0,0.054300,0.002100,-0.001000,0,10.368,0.392,-0.381,0,0.925,0.035,-0.034,0,105.83686,25.10844,-25.10844,0,0.33300,0.07900,-0.07900,0,Mass,0.000000,0.048000,-0.052000,0,0,1.13,0.13,-0.06,0
TOI-2447 b,1,1,Transit,2024,0,69.33684000,0.00009000,-0.00011000,0,0.347000,0.029000,-0.026000,0,9.606,0.135,-0.123,0,0.857,0.012,-0.011,0,124.90656,9.85268,-8.58137,0,0.39300,0.03100,-0.02700,0,Mass,0.170000,0.020000,-0.100000,0,1,1.03,0.03,-0.03,0
TOI-2497 b,1,1,Transit,2023,0,10.65566900,0.00003800,-0.00003800,0,0.116600,0.001800,-0.001800,0,11.142,0.616,-0.549,0,0.994,0.055,-0.049,0,1531.93292,130.30965,-130.30965,0,4.82000,0.41000,-0.41000,0,Mass,0.195000,0.043000,-0.040000,0,0,1.86,0.09,-0.08,0
TOI-2498 b,1,1,Transit,2023,0,3.73825200,0.00000400,-0.00000400,0,0.049100,0.003000,-0.003000,0,6.060,0.290,-0.270,0,0.541,0.026,-0.024,0,34.62000,4.10000,-4.09000,0,0.10893,0.01290,-0.01287,0,Mass,0.089000,0.075000,-0.075000,0,0,1.12,0.02,-0.02,0
TOI-251 b,1,1,Transit,2021,0,4.93777000,0.00002800,-0.00002900,0,0.057410,0.000230,-0.000170,0,2.740,0.180,-0.180,0,0.244,0.016,-0.016,0,317.83000,,,1,1.00000,,,1,Mass,0.000000,,,0,0,1.04,0.01,-0.01,0
TOI-2524 b,1,1,Transit,2023,0,7.18585000,0.00001000,-0.00001000,0,0.073000,0.000700,-0.000700,0,11.209,0.224,-0.336,0,1.000,0.020,-0.030,0,203.41018,12.71314,-12.71314,0,0.64000,0.04000,-0.04000,0,Mass,0.000000,,,0,0,1.01,0.03,-0.03,0
TOI-2525 b,1,2,Transit,2023,0,23.28560000,0.00170000,-0.00170000,0,0.151100,0.002000,-0.002000,0,8.676,0.112,-0.112,0,0.774,0.010,-0.010,0,26.69759,1.58914,-1.58914,0,0.08400,0.00500,-0.00500,0,Mass,0.170000,0.011000,-0.010000,0,1,0.85,0.04,-0.04,0
TOI-2567 b,1,1,Transit,2022,0,5.98394400,0.00001300,-0.00001300,0,0.067200,0.002400,-0.001200,0,10.929,0.347,-0.325,0,0.975,0.031,-0.029,0,63.88351,10.80617,-9.85268,0,0.20100,0.03400,-0.03100,0,Mass,0.000000,0.048000,-0.052000,0,0,1.13,0.13,-0.06,0
TOI-257 b,1,1,Transit,2021,0,18.38818000,0.00085000,-0.00084000,0,0.152800,0.001600,-0.001700,0,7.163,0.146,-0.146,0,0.639,0.013,-0.013,0,43.86032,7.31005,-7.31005,0,0.13800,0.02300,-0.02300,0,Mass,0.000000,,,0,0,1.41,0.05,-0.05,0
TOI-2570 b,1,1,Transit,2022,0,2.98876150,0.00000220,-0.00000220,0,0.041450,0.000810,-0.000860,0,13.641,0.392,-0.381,0,1.217,0.035,-0.034,0,260.61929,20.02319,-20.65885,0,0.82000,0.06300,-0.06500,0,Mass,0.000000,0.048000,-0.052000,0,0,1.06,0.06,-0.07,0
TOI-2583 A b,2,1,Transit,2023,0,4.52072650,0.00000490,-0.00000490,0,0.057100,0.001000,-0.001300,0,14.460,0.448,-0.370,0,1.290,0.040,-0.033,0,79.45710,18.43405,-17.79839,0,0.25000,0.05800,-0.05600,0,Mass,0.000000,,,0,0,1.22,0.06,-0.08,0
TOI-2587 A b,2,1,Transit,2023,0,5.45664000,0.00001100,-0.00001100,0,0.063500,0.002500,-0.001300,0,12.072,0.471,-0.448,0,1.077,0.042,-0.040,0,69.28659,17.16273,-14.62011,0,0.21800,0.05400,-0.04600,0,Mass,0.000000,,,0,0,1.15,0.14,-0.07,0
TOI-2589 b,1,1,Transit,2023,0,61.62770000,0.00020000,-0.00020000,0,0.300000,0.006000,-0.005000,0,12.106,0.336,-0.336,0,1.080,0.030,-0.030,0,1112.39942,31.78284,-31.78284,0,3.50000,0.10000,-0.10000,0,Mass,0.522000,0.006000,-0.006000,0,0,0.93,0.03,-0.02,0
TOI-260 b,1,1,Transit,2024,0,13.47581500,0.00004700,-0.00004700,0,0.091000,0.002000,-0.002000,0,1.473,0.120,-0.084,0,0.131,0.011,-0.007,0,3.30000,1.10000,-1.00000,0,0.01038,0.00346,-0.00315,0,Mass,0.000000,,,0,0,0.55,0.01,-0.01,0
TOI-2641 b,1,1,Transit,2023,0,4.88097400,0.00002300,-0.00003700,0,0.060700,0.004200,-0.004300,0,18.103,5.179,-7.174,0,1.615,0.462,-0.640,0,122.68177,6.99222,-11.44182,0,0.38600,0.02200,-0.03600,0,Mass,0.180000,,,1,0,1.16,0.07,-0.07,0
TOI-266 b,1,2,Transit,2023,0,10.75101400,0.00005500,-0.00005500,0,0.093000,0.002000,-0.002000,0,2.536,0.157,-0.135,0,0.226,0.014,-0.012,0,8.90000,1.70000,-1.70000,0,0.02800,0.00535,-0.00535,0,Mass,0.000000,,,0,0,0.94,0.04,-0.03,0
TOI-269 b,1,1,Transit,2021,0,3.69771040,0.00000370,-0.00000370,0,0.034500,0.001500,-0.001500,0,2.770,0.120,-0.120,0,0.247,0.011,-0.011,0,8.80000,1.40000,-1.40000,0,0.02769,0.00440,-0.00440,0,Mass,0.425000,0.082000,-0.086000,0,0,0.39,0.01,-0.01,0
TOI-270 b,1,3,Transit,2019,0,3.36015380,0.00000480,-0.00000480,0,0.031970,0.000220,-0.000220,0,1.206,0.039,-0.039,0,0.108,0.003,-0.003,0,1.58000,0.26000,-0.26000,0,0.00497,0.00082,-0.00082,0,Mass,0.034000,0.025000,-0.025000,0,0,0.39,0.01,-0.01,0
TOI-2796 b,1,1,Transit,2023,0,4.80849830,0.00000570,-0.00000560,0,0.056900,0.001000,-0.001100,0,17.262,,,-1,1.540,,,-1,139.84450,31.78284,-34.96112,0,0.44000,0.10000,-0.11000,0,Mass,0.000000,,,0,0,1.06,0.06,-0.06,0
TOI-2803 A b,2,1,Transit,2023,0,1.96229325,0.00000082,-0.00000082,0,0.031850,0.000520,-0.000520,0,18.114,0.381,-0.359,0,1.616,0.034,-0.032,0,309.88270,26.37976,-22.24799,0,0.97500,0.08300,-0.07000,0,Mass,0.000000,,,0,0,1.12,0.06,-0.05,0
TOI-2818 b,1,1,Transit,2023,0,4.03970900,0.00000240,-0.00000230,0,0.049300,0.001000,-0.000800,0,15.278,0.516,-0.504,0,1.363,0.046,-0.045,0,225.65817,82.63539,-82.63539,0,0.71000,0.26000,-0.26000,0,Mass,0.000000,,,0,0,0.98,0.06,-0.05,0
TOI-2842 b,1,1,Transit,2023,0,3.55140580,0.00000770,-0.00000780,0,0.047500,0.001000,-0.001100,0,12.845,0.572,-0.538,0,1.146,0.051,-0.048,0,117.59651,16.52708,-14.93794,0,0.37000,0.05200,-0.04700,0,Mass,0.000000,,,0,0,1.14,0.08,-0.08,0
TOI-2977 b,1,1,Transit,2023,0,2.35056140,0.00000250,-0.00000250,0,0.033860,0.000670,-0.000500,0,13.159,0.347,-0.303,0,1.174,0.031,-0.027,0,533.95172,82.63539,-79.45710,0,1.68000,0.26000,-0.25000,0,Mass,0.000000,,,0,0,0.94,0.06,-0.04,0
TOI-3023 b,1,1,Transit,2023,0,3.90149710,0.00000310,-0.00000310,0,0.050500,0.001500,-0.000900,0,16.432,0.482,-0.359,0,1.466,0.043,-0.032,0,197.05361,31.78284,-28.60456,0,0.62000,0.10000,-0.09000,0,Mass,0.000000,,,0,0,1.12,0.11,-0.06,0
TOI-3071 b,1,1,Transit,2024,0,1.26693800,0.00000200,-0.00000200,0,0.024900,0.000100,-0.000100,0,7.160,0.570,-0.510,0,0.639,0.051,-0.045,0,68.20000,3.50000,-3.50000,0,0.21458,0.01101,-0.01101,0,Mass,0.090000,,,1,0,1.29,0.02,-0.02,0
TOI-3235 b,1,1,Transit,2023,0,2.59261842,0.00000041,-0.00000041,0,0.027090,0.000460,-0.000460,0,11.400,0.493,-0.493,0,1.017,0.044,-0.044,0,211.35589,7.94571,-7.94571,0,0.66500,0.02500,-0.02500,0,Mass,0.029000,,,1,0,0.39,0.02,-0.02,0
TOI-3261 b,1,1,Transit,2024,0,0.88313310,0.00000100,-0.00000100,0,0.017140,0.000130,-0.000200,0,3.820,0.420,-0.350,0,0.341,0.037,-0.031,0,30.30000,2.20000,-2.40000,0,0.09533,0.00692,-0.00755,0,Mass,0.000000,,,0,0,0.86,0.02,-0.03,0
TOI-329 b,1,1,Transit,2024,0,5.70439000,0.00013000,-0.00013000,0,0.063800,0.001200,-0.001300,0,4.941,0.292,-0.256,0,0.441,0.026,-0.023,0,40.40000,3.80000,-3.70000,0,0.12711,0.01196,-0.01164,0,Mass,0.390000,0.033000,-0.033000,0,0,1.07,0.03,-0.03,0
TOI-332 b,1,1,Transit,2023,0,0.77703800,0.00000100,-0.00000100,0,0.015900,0.000100,-0.000100,0,3.200,0.160,-0.110,0,0.285,0.014,-0.010,0,57.20000,1.60000,-1.60000,0,0.17997,0.00503,-0.00503,0,Mass,0.000000,,,0,0,0.88,0.02,-0.02,0
TOI-3321 b,1,1,Transit,2024,0,3.65251450,0.00000270,-0.00000280,0,0.047000,0.001200,-0.001000,0,15.558,0.785,-0.717,0,1.388,0.070,-0.064,0,176.07694,24.15496,-23.83713,0,0.55400,0.07600,-0.07500,0,Mass,0.054000,0.057000,-0.038000,0,0,1.04,0.08,-0.07,0
TOI-3331 A b,2,1,Transit,2022,0,2.01802310,0.00000430,-0.00000440,0,0.031440,0.000480,-0.000550,0,12.980,0.482,-0.482,0,1.158,0.043,-0.043,0,721.47048,50.85255,-50.85255,0,2.27000,0.16000,-0.16000,0,Mass,0.000000,0.048000,-0.052000,0,0,1.02,0.05,-0.05,0
TOI-3362 b,1,1,Transit,2021,0,18.09547000,0.00003000,-0.00003000,0,0.153000,0.002000,-0.003000,0,12.801,0.482,-0.460,0,1.142,0.043,-0.041,0,1598.35906,212.30938,-205.31715,0,5.02900,0.66800,-0.64600,0,Mass,0.815000,0.023000,-0.032000,0,0,1.45,0.07,-0.07,0
TOI-3364 b,1,1,Transit,2023,0,5.87689180,0.00000690,-0.00000690,0,0.067500,0.001100,-0.001600,0,12.229,0.426,-0.359,0,1.091,0.038,-0.032,0,530.77344,38.13941,-41.31769,0,1.67000,0.12000,-0.13000,0,Mass,0.000000,,,0,0,1.19,0.06,-0.08,0
TOI-3540 A b,2,1,Transit,2022,0,3.11999900,0.00000790,-0.00000790,0,0.042890,0.000920,-0.000930,0,23.539,,,0,2.100,,,0,375.03752,44.49598,-44.49598,0,1.18000,0.14000,-0.14000,0,Mass,0.000000,,,0,0,1.08,0.07,-0.07,0
TOI-3629 b,1,1,Transit,2022,0,3.93655100,0.00000500,-0.00000600,0,0.043000,0.002000,-0.002000,0,8.295,0.224,-0.224,0,0.740,0.020,-0.020,0,82.63539,6.35657,-6.35657,0,0.26000,0.02000,-0.02000,0,Mass,0.050000,0.050000,-0.040000,0,0,0.63,0.02,-0.02,0
TOI-3688 A b,2,1,Transit,2023,0,3.24607500,0.00001200,-0.00001200,0,0.045600,0.000890,-0.000980,0,13.081,0.538,-0.493,0,1.167,0.048,-0.044,0,311.47184,31.78284,-34.96112,0,0.98000,0.10000,-0.11000,0,Mass,0.000000,,,0,0,1.20,0.07,-0.08,0
TOI-3693 b,1,1,Transit,2022,0,9.08851600,0.00002600,-0.00002700,0,0.081300,0.001100,-0.001200,0,12.599,0.325,-0.258,0,1.124,0.029,-0.023,0,324.18498,76.27882,-69.92225,0,1.02000,0.24000,-0.22000,0,Mass,0.000000,0.048000,-0.052000,0,0,0.87,0.04,-0.04,0
TOI-3714 b,2,1,Transit,2022,0,2.15484900,0.00000100,-0.00000100,0,0.027000,0.001000,-0.001000,0,11.321,0.336,-0.336,0,1.010,0.030,-0.030,0,222.47988,9.53485,-9.53485,0,0.70000,0.03000,-0.03000,0,Mass,0.030000,0.030000,-0.020000,0,0,0.53,0.02,-0.02,0
TOI-3757 b,1,1,Transit,2022,0,3.43875300,0.00000400,-0.00000400,0,0.038450,0.000430,-0.000430,0,12.000,0.400,-0.500,0,1.071,0.036,-0.045,0,85.30000,8.80000,-8.70000,0,0.26838,0.02769,-0.02737,0,Mass,0.140000,0.060000,-0.060000,0,0,0.64,0.02,-0.02,0
TOI-3785 b,1,1,Transit,2023,0,4.67473730,0.00000380,-0.00000380,0,0.043000,0.001000,-0.001000,0,5.140,0.160,-0.160,0,0.459,0.014,-0.014,0,14.95000,4.10000,-3.92000,0,0.04704,0.01290,-0.01233,0,Mass,0.110000,0.100000,-0.080000,0,0,0.52,0.02,-0.02,0
TOI-3807 b,1,1,Transit,2023,0,2.89897270,0.00000380,-0.00000390,0,0.042100,0.000700,-0.001100,0,18.495,,,-1,1.650,,,-1,330.54154,47.67426,-44.49598,0,1.04000,0.15000,-0.14000,0,Mass,0.000000,,,0,0,1.18,0.06,-0.09,0
TOI-3819 b,1,1,Transit,2023,0,3.24431410,0.00000550,-0.00000550,0,0.046110,0.000690,-0.000960,0,13.137,0.404,-0.392,0,1.172,0.036,-0.035,0,352.78953,57.20911,-63.56568,0,1.11000,0.18000,-0.20000,0,Mass,0.000000,,,0,0,1.24,0.06,-0.08,0
TOI-3884 b,1,1,Transit,2022,0,4.54456970,0.00000940,-0.00000940,0,0.035400,0.001400,-0.001400,0,6.000,0.180,-0.180,0,0.535,0.016,-0.016,0,16.50000,3.50000,-1.80000,0,0.05191,0.01101,-0.00566,0,Mass,0.320000,,,1,0,0.28,0.01,-0.01,0
TOI-3894 b,1,1,Transit,2024,0,4.33454000,0.00000220,-0.00000220,0,0.053540,0.000610,-0.000850,0,15.278,0.616,-0.572,0,1.363,0.055,-0.051,0,260.61929,44.49598,-44.49598,0,0.82000,0.14000,-0.14000,0,Mass,0.050000,0.052000,-0.035000,0,0,1.14,0.09,-0.07,0
TOI-3912 b,1,1,Transit,2023,0,3.49362640,0.00000380,-0.00000380,0,0.046300,0.001200,-0.001000,0,14.280,0.460,-0.448,0,1.274,0.041,-0.040,0,129.03833,22.56582,-21.61233,0,0.40600,0.07100,-0.06800,0,Mass,0.000000,,,0,0,1.09,0.09,-0.07,0
TOI-3919 b,1,1,Transit,2024,0,7.43323400,0.00001400,-0.00001400,0,0.079500,0.001400,-0.001600,0,12.319,0.583,-0.560,0,1.099,0.052,-0.050,0,1233.17422,73.10053,-73.10053,0,3.88000,0.23000,-0.23000,0,Mass,0.259000,0.033000,-0.036000,0,0,1.21,0.07,-0.07,0
TOI-3976 A b,2,1,Transit,2023,0,6.60766200,0.00001600,-0.00001500,0,0.074300,0.001300,-0.001400,0,12.274,0.404,-0.392,0,1.095,0.036,-0.035,0,55.61997,11.75965,-11.44182,0,0.17500,0.03700,-0.03600,0,Mass,0.000000,,,0,0,1.25,0.07,-0.07,0
TOI-3984 A b,2,1,Transit,2023,0,4.35332600,0.00000500,-0.00000500,0,0.041000,0.002000,-0.001000,0,7.900,0.240,-0.240,0,0.710,0.020,-0.020,0,44.00000,8.70000,-8.00000,0,0.14000,0.03000,-0.03000,0,Mass,0.230000,,,1,0,0.49,0.02,-0.02,0
TOI-4010 b,1,4,Transit,2023,0,1.34833500,0.00000300,-0.00000200,0,0.022900,0.000200,-0.000200,0,3.020,0.080,-0.080,0,0.269,0.007,-0.007,0,11.00000,1.29000,-1.27000,0,0.03461,0.00406,-0.00400,0,Mass,0.030000,0.030000,-0.020000,0,0,0.88,0.03,-0.03,0
TOI-4087 b,1,1,Transit,2023,0,3.17748350,0.00000094,-0.00000094,0,0.044690,0.000480,-0.000540,0,13.047,0.280,-0.269,0,1.164,0.025,-0.024,0,232.01474,44.49598,-44.49598,0,0.73000,0.14000,-0.14000,0,Mass,0.000000,,,0,0,1.18,0.04,-0.04,0
TOI-411 b,1,3,Transit,2022,0,4.04029500,0.00001500,-0.00001400,0,0.057270,0.000850,-0.000820,0,1.362,0.040,-0.040,0,0.122,0.004,-0.004,0,13.71000,,,1,0.04314,,,1,Mass,0.126000,0.190000,-0.009000,0,0,1.10,0.04,-0.04,0
TOI-4127 b,1,1,Transit,2023,0,56.39879000,0.00010000,-0.00010000,0,0.308100,0.005500,-0.005800,0,12.285,0.437,-0.359,0,1.096,0.039,-0.032,0,731.00534,34.96112,-34.96112,0,2.30000,0.11000,-0.11000,0,Mass,0.747100,0.007800,-0.008600,0,0,1.23,0.07,-0.07,0
TOI-4137 b,1,1,Transit,2022,0,3.80161220,0.00000650,-0.00000650,0,0.052220,0.000890,-0.000960,0,13.574,0.448,-0.437,0,1.211,0.040,-0.039,0,457.67291,54.03083,-47.67426,0,1.44000,0.17000,-0.15000,0,Mass,0.000000,0.048000,-0.052000,0,0,1.31,0.07,-0.07,0
TOI-4145 A b,2,1,Transit,2023,0,4.06644280,0.00000580,-0.00000580,0,0.048230,0.000750,-0.000790,0,13.305,0.359,-0.347,0,1.187,0.032,-0.031,0,136.66622,41.31769,-41.31769,0,0.43000,0.13000,-0.13000,0,Mass,0.000000,,,0,0,0.91,0.04,-0.04,0
TOI-4153 b,1,1,Transit,2024,0,4.61741410,0.00000150,-0.00000150,0,0.063110,0.000840,-0.000960,0,16.119,0.504,-0.471,0,1.438,0.045,-0.042,0,365.50267,57.20911,-57.20911,0,1.15000,0.18000,-0.18000,0,Mass,0.039000,0.047000,-0.028000,0,0,1.57,0.06,-0.07,0
TOI-4201 b,1,1,Transit,2023,0,3.58191940,0.00000110,-0.00000110,0,0.040000,0.001000,-0.001000,0,13.675,0.448,-0.448,0,1.220,0.040,-0.040,0,788.21445,28.60456,-28.60456,0,2.48000,0.09000,-0.09000,0,Mass,0.041000,0.015000,-0.015000,0,0,0.61,0.02,-0.02,0
TOI-421 b,2,2,Transit,2020,0,5.19672000,0.00049000,-0.00049000,0,0.056000,0.001800,-0.001800,0,2.680,0.190,-0.180,0,0.239,0.017,-0.016,0,7.17000,0.66000,-0.66000,0,0.02256,0.00208,-0.00208,0,Mass,0.163000,0.082000,-0.071000,0,0,0.85,0.03,-0.02,0
TOI-431 b,1,3,Transit,2021,0,0.49004700,0.00001000,-0.00000700,0,0.011300,0.000200,-0.000300,0,1.280,0.040,-0.040,0,0.114,0.004,-0.004,0,3.07000,0.35000,-0.35000,0,0.00966,0.00110,-0.00110,0,Mass,0.000000,,,0,1,0.78,0.07,-0.07,0
TOI-4377 b,1,1,Transit,2023,0,4.37808100,0.00001900,-0.00001900,0,0.057900,0.001000,-0.001100,0,15.110,0.908,-0.908,0,1.348,0.081,-0.081,0,304.16179,28.28673,-27.65107,0,0.95700,0.08900,-0.08700,0,Mass,0.045000,0.053000,-0.032000,0,0,1.36,0.08,-0.07,0
TOI-4406 b,1,1,Transit,2023,0,30.08364000,0.00005000,-0.00005000,0,0.201000,0.005000,-0.005000,0,11.209,0.224,-0.224,0,1.000,0.020,-0.020,0,95.34852,9.53485,-9.53485,0,0.30000,0.03000,-0.03000,0,Mass,0.150000,0.050000,-0.040000,0,0,1.19,0.03,-0.03,0
TOI-4438 b,1,1,Transit,2024,0,7.44628000,0.00000900,-0.00000900,0,0.053400,0.003700,-0.003700,0,2.520,0.130,-0.130,0,0.225,0.012,-0.012,0,5.40000,1.10000,-1.10000,0,0.01699,0.00346,-0.00346,0,Mass,0.140000,0.090000,-0.090000,0,0,0.37,0.02,-0.02,0
TOI-4463 A b,2,1,Transit,2023,0,2.88071980,0.00000280,-0.00000270,0,0.040360,0.000740,-0.000820,0,13.260,0.717,-0.504,0,1.183,0.064,-0.045,0,252.35576,12.39531,-12.71314,0,0.79400,0.03900,-0.04000,0,Mass,0.000000,,,0,0,1.06,0.06,-0.06,0
TOI-4515 b,1,1,Transit,2024,0,15.26644600,0.00001300,-0.00001300,0,0.118000,0.001000,-0.001000,0,12.170,0.430,-0.430,0,1.086,0.039,-0.039,0,637.00000,17.00000,-17.00000,0,2.00500,0.05200,-0.05200,0,Mass,0.461000,0.007000,-0.007000,0,0,0.95,0.02,-0.02,0
TOI-4551 b,1,1,Transit,2023,0,9.95581000,0.00007600,-0.00007800,0,0.099400,0.003000,-0.003200,0,11.859,1.233,-0.695,0,1.058,0.110,-0.062,0,473.56433,41.31769,-41.31769,0,1.49000,0.13000,-0.13000,0,Mass,0.101000,0.034000,-0.033000,0,0,1.31,0.07,-0.18,0
TOI-4562 b,1,1,Transit,2023,0,225.11781000,0.00025000,-0.00022000,0,0.768000,0.005000,-0.005000,0,12.530,0.150,-0.150,0,1.118,0.014,-0.013,0,732.00000,152.00000,-149.00000,0,2.30000,0.48000,-0.47000,0,Mass,0.760000,0.020000,-0.020000,0,0,1.19,0.06,-0.06,0
TOI-4600 b,1,2,Transit,2023,0,82.68690000,0.00030000,-0.00030000,0,0.349000,0.021000,-0.021000,0,6.800,0.310,-0.300,0,0.607,0.028,-0.026,0,959.84179,,,1,3.02000,,,1,Mass,0.250000,0.330000,-0.170000,0,0,0.89,0.05,-0.05,0
